[-0.289633, -0.0784597, 3.7413];[132, 147, 166]
[-0.289633, -0.0761994, 3.74797];[131, 146, 165]
[-0.289633, -0.0739391, 3.90154];[130, 145, 164]
[-0.289633, -0.0716788, 3.90651];[129, 144, 163]
[-0.289633, -0.0694184, 3.96972];[127, 144, 163]
[-0.289633, -0.0671581, 3.94246];[126, 143, 162]
[-0.289633, -0.0648978, 3.88743];[125, 142, 161]
[-0.289633, -0.0626375, 3.89223];[124, 141, 160]
[-0.289633, -0.0603772, 3.68373];[122, 139, 158]
[-0.289633, -0.0581169, 3.68374];[122, 139, 158]
[-0.289633, -0.0558566, 3.90696];[120, 140, 158]
[-0.289633, -0.0535963, 3.90702];[120, 140, 158]
[-0.289633, -0.051336, 3.90707];[120, 140, 158]
[-0.289633, -0.0490757, 3.91209];[120, 140, 158]
[-0.289633, -0.0468153, 3.91214];[120, 140, 158]
[-0.289633, -0.044555, 3.91721];[117, 138, 160]
[-0.289633, -0.0422947, 3.91726];[117, 138, 159]
[-0.289633, -0.0309932, 3.74503];[119, 139, 157]
[-0.289633, 0.0684605, 3.92735];[93, 114, 129]
[-0.289633, 0.0707208, 3.9273];[147, 169, 181]
[-0.289633, 0.0729811, 3.92724];[81, 103, 115]
[-0.289633, 0.0752414, 3.91699];[89, 110, 125]
[-0.289633, 0.143051, 3.76782];[150, 172, 183]
[-0.289633, 0.145311, 3.74725];[174, 196, 207]
[-0.289633, 0.147571, 3.75733];[226, 248, 254]
[-0.289633, 0.231203, 3.73556];[204, 223, 228]
[-0.289633, 0.247025, 3.71964];[234, 237, 235]
[-0.289633, 0.249285, 3.71958];[213, 218, 217]
[-0.289633, 0.251546, 3.71953];[191, 196, 197]
[-0.289633, 0.253806, 3.71948];[173, 180, 183]
[-0.289633, 0.256066, 3.71641];[144, 152, 159]
[-0.289633, 0.276409, 3.72499];[142, 146, 165]
[-0.289633, 0.278669, 3.72493];[143, 145, 169]
[-0.289633, 0.28093, 3.72487];[142, 149, 158]
[-0.289633, 0.28319, 3.72481];[141, 149, 156]
[-0.289633, 0.289971, 3.63872];[144, 153, 157]
[-0.289633, 0.299012, 3.63869];[139, 151, 157]
[-0.289633, 0.303533, 3.63867];[137, 151, 157]
[-0.289633, 0.323875, 3.72969];[141, 136, 127]
[-0.289633, 0.328396, 3.72347];[190, 171, 150]
[-0.289633, 0.330656, 3.71744];[228, 216, 198]
[-0.289633, 0.335177, 3.6917];[210, 219, 222]
[-0.289633, 0.337437, 3.69998];[213, 221, 228]
[-0.289633, 0.339698, 3.70274];[231, 237, 242]
[-0.289633, 0.366821, 3.70205];[223, 227, 228]
[-0.289633, 0.369082, 3.69921];[220, 224, 225]
[-0.289633, 0.371342, 3.69915];[68, 72, 73]
[-0.289633, 0.373602, 3.70188];[17, 21, 22]
[-0.289633, 0.380383, 3.71591];[40, 40, 40]
[-0.289633, 0.382644, 3.72168];[68, 66, 66]
[-0.289633, 0.384904, 3.7216];[82, 77, 78]
[-0.289633, 0.412028, 3.63595];[77, 77, 77]
[-0.289633, 0.414288, 3.63594];[80, 78, 78]
[-0.289633, 0.416548, 3.63593];[246, 248, 248]
[-0.287373, -0.220859, 3.9533];[177, 193, 206]
[-0.287373, -0.218599, 3.94823];[176, 192, 205]
[-0.287373, -0.202777, 3.74877];[174, 188, 200]
[-0.287373, -0.200516, 3.74555];[174, 188, 200]
[-0.287373, -0.180174, 3.94129];[175, 187, 197]
[-0.287373, -0.177913, 3.9684];[173, 185, 197]
[-0.287373, -0.175653, 3.96861];[172, 184, 196]
[-0.287373, -0.173393, 3.9633];[171, 183, 195]
[-0.287373, -0.171132, 3.9635];[170, 182, 194]
[-0.287373, -0.168872, 3.96369];[169, 181, 193]
[-0.287373, -0.166612, 3.96389];[168, 180, 192]
[-0.287373, -0.121406, 3.62486];[141, 162, 177]
[-0.287373, -0.112364, 3.85436];[144, 159, 178]
[-0.287373, -0.110104, 3.8501];[144, 159, 178]
[-0.287373, -0.107844, 3.85018];[144, 159, 178]
[-0.287373, -0.105583, 3.93062];[144, 158, 177]
[-0.287373, -0.103323, 3.93073];[143, 157, 176]
